person,county_num,case_year,dob_year,race,sex,court_action,amountpaid,amountdue,probation,imposed,total,suspended,atty
731,75,2011,1983,W,F,guilty plea,111,3986,0,24,84,60,A-APPOINTED
732,3,2007,1988,B,M,guilty plea,363,363,0,36,180,144,A-APPOINTED
733,63,2006,1984,B,M,guilty plea,0,445.9,0,180,180,180,P-PUBLIC
734,10,2007,1985,B,M,guilty plea,899,1900,0,0,34,34,A-APPOINTED
735,2,2005,1963,W,M,guilty plea,586,687.3,0,0,60,60,R-RETAINED
736,1,2006,1963,W,M,guilty plea,750.6,750.6,0,6,108,108,A-APPOINTED
737,12,2005,1981,B,F,guilty plea,1460,1521,0,12,12,12,A-APPOINTED
738,4,2009,1962,W,M,guilty plea,0,7113,0,72,72,72,A-APPOINTED
739,11,2005,1963,W,M,guilty plea,584,5147,0,0,120,120,A-APPOINTED
740,47,2010,1981,W,M,guilty plea,780,3385,0,36,36,36,A-APPOINTED
741,8,2007,1979,W,M,convicted,175,6301,180,60,240,180,A-APPOINTED
742,5,2011,1987,W,M,guilty plea,569.5,569.5,0,72,72,0,C-CONTRACT
743,60,2007,1962,W,F,guilty plea,0,0,0,0,0,0,A-APPOINTED
744,4,2006,1976,B,M,guilty plea,250,1496,0,14,50,36,A-APPOINTED
745,20,2011,1980,B,M,guilty plea,502.7,4002,0,24,180,156,A-APPOINTED
746,68,2007,1956,W,M,guilty plea,354,354,0,12,180,168,A-APPOINTED
747,33,2010,1985,W,M,guilty plea,767.25,2649,0,0,48,48,A-APPOINTED
748,11,2010,1991,B,M,guilty plea,0,5668,0,120,120,0,A-APPOINTED
749,1,2006,1983,B,M,guilty plea,0,500,0,54,192,192,A-APPOINTED
750,5,2010,1985,B,M,guilty plea,0,907.5,0,24,96,96,R-RETAINED
751,41,2009,1981,B,M,guilty plea,2500,2500,0,12,32,20,R-RETAINED
752,44,2009,1978,W,M,guilty plea,1285,1285,0,120,120,120,A-APPOINTED
753,68,2005,1977,B,M,guilty plea,400,1128,0,0,84,84,R-RETAINED
754,63,2010,1977,W,M,guilty plea,0,510.9,0,13,13,0,P-PUBLIC
755,1,2007,1976,W,M,guilty plea,558,558,0,12,120,108,A-APPOINTED
756,42,2006,1966,W,F,guilty plea,1980,2443,0,120,120,0,R-RETAINED
757,2,2009,1962,B,F,guilty plea,518.7,518.7,0,12,180,168,A-APPOINTED
758,64,2006,1958,W,F,guilty plea,45,775.6,0,36,36,0,A-APPOINTED
759,47,2007,1973,W,M,guilty plea,0,1425,0,180,180,0,A-APPOINTED
760,3,2009,1991,B,M,guilty plea,0,2829,0,300,300,0,R-RETAINED
761,69,2006,1960,B,M,guilty plea,20,3382,0,300,300,180,A-APPOINTED
762,39,2011,1984,W,M,guilty plea,149,34917,0,24,216,216,R-RETAINED
763,25,2011,1963,W,M,guilty plea,2661,2661,0,96,96,96,A-APPOINTED
764,3,2010,1984,B,M,guilty plea,0,2267,0,36,36,0,A-APPOINTED
765,63,2010,1974,B,M,guilty plea,1447,2489,0,36,36,0,A-APPOINTED
766,42,2006,1950,W,M,guilty plea,2773,2773,0,24,24,24,A-APPOINTED
767,47,2009,1985,B,M,guilty plea,0,5751,0,60,60,0,A-APPOINTED
768,67,2011,1957,W,F,guilty plea,0,1907,0,0,60,60,A-APPOINTED
769,5,2011,1963,B,M,guilty plea,598.25,598.25,0,0,180,180,R-RETAINED
770,9,2005,1979,B,M,guilty plea,0,2208,0,120,120,0,A-APPOINTED
771,18,2005,1958,W,F,guilty plea,0,8571,0,36,180,144,A-APPOINTED
772,68,2006,1967,W,M,guilty plea,200,1973,0,60,60,60,A-APPOINTED
773,1,2010,1990,B,M,guilty plea,25,734.8,0,3,48,48,A-APPOINTED
774,28,2006,1974,W,M,guilty plea,476.5,476.5,24,0,0,0,R-RETAINED
775,1,2007,1965,W,M,guilty plea,0,4965,0,240,240,0,A-APPOINTED
776,52,2010,1967,W,F,guilty plea,2792,39536,0,0,46,46,A-APPOINTED
777,2,2010,1978,B,M,guilty plea,0,678.6,0,36,240,204,R-RETAINED
778,31,2009,1976,W,M,guilty plea,1493,1493,0,0,36,36,R-RETAINED
779,75,2007,1985,W,F,guilty plea,3107,3107,0,32,32,32,A-APPOINTED
780,52,2007,1972,W,F,guilty plea,601,1076,0,0,24,24,A-APPOINTED
781,50,2011,1978,W,M,guilty plea,0,7348,0,46,46,40,A-APPOINTED
782,3,2011,1988,B,M,guilty plea,560.75,650,0,0,36,36,A-APPOINTED
783,3,2007,1960,B,F,guilty plea,1855,1855,0,36,180,144,A-APPOINTED
784,47,2007,1971,W,M,guilty plea,55,1952,0,36,36,36,A-APPOINTED
785,27,2008,1983,B,M,guilty plea,328,3653,0,0,36,36,A-APPOINTED
786,2,2011,1985,W,M,guilty plea,0,778,0,240,240,0,A-APPOINTED
787,3,2011,1972,B,M,guilty plea,482,482,0,36,180,144,A-APPOINTED
788,29,2011,1976,B,M,guilty plea,773.5,773.5,0,0,36,36,R-RETAINED
789,47,2006,1983,W,M,guilty plea,0,1304,0,180,180,180,A-APPOINTED
790,68,2006,1953,B,M,guilty plea,0,924,0,0,180,180,A-APPOINTED
791,22,2009,1988,W,M,guilty plea,0,500.5,0,60,60,0,A-APPOINTED
792,29,2008,1974,B,F,guilty plea,1266,1428,0,0,48,48,A-APPOINTED
793,63,2007,1975,W,M,guilty plea,0,432.9,0,96,96,0,P-PUBLIC
794,14,2006,1969,B,M,probation revoked,0,2895,0,240,240,240,A-APPOINTED
795,63,2008,1975,B,M,guilty plea,0,942.9,0,115,115,97,A-APPOINTED
796,14,2006,1971,W,M,guilty plea,1893,1893,36,0,24,24,A-APPOINTED
797,20,2006,1975,W,F,guilty plea,2762,2762,0,48,48,0,R-RETAINED
798,45,2008,1973,B,M,guilty plea,0,2354,0,0,24,24,A-APPOINTED
799,3,2010,1977,B,M,guilty plea,0,8508,0,0,240,240,A-APPOINTED
800,11,2010,1970,W,F,guilty plea,0,487.5,0,48,48,0,A-APPOINTED
801,1,2007,1981,B,M,guilty plea,0,1258,0,108,108,0,A-APPOINTED
802,47,2010,1951,W,M,guilty plea,1617,1617,0,0,120,120,R-RETAINED
803,50,2007,1965,W,M,guilty plea,639.6,639.6,0,0,36,36,R-RETAINED
804,1,2007,1980,B,M,guilty plea,462,462,0,36,36,36,NA
805,2,2008,1967,B,M,guilty plea,0,445,0,36,216,180,A-APPOINTED
806,5,2011,1971,W,M,guilty plea,0,2255,0,18,180,162,C-CONTRACT; R-RETAINED
807,56,2006,1962,B,M,guilty plea,0,8809,0,276,276,0,R-RETAINED
808,38,2008,1964,W,M,guilty plea,0,2999,0,240,240,0,C-CONTRACT
809,50,2009,1988,B,M,guilty plea,795.6,795.6,0,240,240,0,A-APPOINTED
810,63,2006,1983,B,F,guilty plea,0,1495,0,0,36,36,NA
811,39,2011,1961,W,M,guilty plea,0,6985,0,72,72,0,A-APPOINTED
812,1,2005,1972,W,F,guilty plea,428,428,0,0,24,24,A-APPOINTED
813,20,2010,1941,W,F,guilty plea,5750,6010,0,48,48,0,A-APPOINTED
814,63,2005,1967,B,M,guilty plea,613.6,613.6,0,120,120,0,P-PUBLIC
815,61,2008,1990,B,M,convicted,0,3221,0,288,288,0,A-APPOINTED
816,68,2009,1966,W,M,guilty plea,265,838.5,0,0,36,36,A-APPOINTED
817,38,2007,1970,W,M,guilty plea,2945,2945,0,60,60,0,R-RETAINED
818,2,2009,1974,B,M,guilty plea,30,1914,0,24,180,156,A-APPOINTED
819,8,2011,1979,W,F,guilty plea,50,4077,0,84,84,84,A-APPOINTED
820,44,2007,1973,W,M,guilty plea,0,0,0,180,180,168,A-APPOINTED
821,11,2011,1967,W,M,guilty plea,0,2248,0,180,180,180,A-APPOINTED
822,1,2006,1978,B,M,guilty plea,0,767,0,24,120,96,A-APPOINTED
823,2,2011,1986,B,M,guilty plea,156,456,0,18,36,36,R-RETAINED
824,12,2008,1962,B,M,guilty plea,869,2633,0,0,36,36,A-APPOINTED
825,41,2009,1987,W,M,convicted,0,12639,0,240,240,0,A-APPOINTED
826,27,2006,1962,B,M,guilty plea,0,2577,0,12,69,57,A-APPOINTED
827,38,2006,1978,B,M,guilty plea,2707,2707,0,180,180,0,R-RETAINED
828,38,2009,1956,W,M,guilty plea,0,1439,0,0,0,0,NA
829,1,2011,1988,B,M,guilty plea,0,497.9,0,24,24,0,A-APPOINTED
830,68,2005,1982,B,M,guilty plea,1529,9104,0,3,12,12,A-APPOINTED
831,54,2005,1960,W,M,guilty plea,342,342,0,18,96,96,A-APPOINTED
832,37,2008,1983,W,M,guilty plea,0,3488,0,0,60,60,A-APPOINTED
833,1,2011,1971,W,M,guilty plea,0,6110,0,24,180,156,A-APPOINTED
834,58,2009,1966,B,M,guilty plea,20,2218,0,0,84,84,R-RETAINED
835,63,2005,1986,B,M,guilty plea,0,457.6,0,48,48,0,P-PUBLIC
836,26,2005,1960,W,F,guilty plea,0,97.06,0,24,120,120,A-APPOINTED
837,56,2009,1971,W,M,guilty plea,1340,1824,0,180,180,0,R-RETAINED
838,34,2005,1965,B,M,guilty plea,0,2218,0,180,180,168,A-APPOINTED
839,8,2011,1967,W,F,guilty plea,575,4582,0,0,60,60,A-APPOINTED
840,2,2007,1985,B,M,guilty plea,0,0,0,24,120,96,A-APPOINTED
841,3,2005,1984,W,M,guilty plea,2262,2262,0,60,60,0,R-RETAINED
842,47,2006,1985,W,M,guilty plea,0,1147,0,420,420,0,R-RETAINED
843,57,2005,1973,W,M,guilty plea,0,4326,0,180,180,0,A-APPOINTED
844,11,2006,1971,B,M,guilty plea,0,2609,0,180,180,0,NA
845,8,2005,1964,W,M,guilty plea,5017,5017,0,1,108,108,R-RETAINED
846,9,2006,1967,B,M,guilty plea,0,1090,0,0,0,0,A-APPOINTED
847,70,2009,1958,B,M,guilty plea,50,388.7,0,40,40,0,A-APPOINTED
848,55,2007,1971,B,M,convicted,0,3226,0,60,60,59,A-APPOINTED
849,29,2005,1962,W,F,guilty plea,1342,1342,0,0,60,60,A-APPOINTED
850,56,2009,1990,W,M,guilty plea,1006,5122,0,84,84,72,A-APPOINTED
851,1,2011,1968,W,M,guilty plea,0,815.5,0,18,156,156,A-APPOINTED
852,50,2008,1962,W,M,guilty plea,360,375.7,0,36,36,0,A-APPOINTED
853,1,2010,1976,B,M,guilty plea,25,651.7,0,0,180,180,A-APPOINTED
854,5,2006,1964,B,F,guilty plea,1862,1862,0,1,120,120,R-RETAINED
855,31,2008,1969,W,M,guilty plea,0,2480,0,48,240,192,A-APPOINTED
856,2,2008,1971,B,M,guilty plea,0,601,0,36,240,204,A-APPOINTED
857,44,2007,1984,W,F,guilty plea,1355,1355,0,4,108,108,A-APPOINTED
858,2,2009,1986,W,M,guilty plea,369,369,0,24,120,96,R-RETAINED
859,23,2008,1975,W,M,convicted,0,4055,0,24,108,84,R-RETAINED
860,1,2008,1972,W,M,guilty plea,0,620,0,48,48,48,A-APPOINTED
861,38,2005,1961,W,F,guilty plea,3093,3093,0,180,180,0,NA
862,27,2006,1974,B,M,guilty plea,0,2622,60,18,360,180,A-APPOINTED
863,62,2011,1937,W,F,guilty plea,1730,1730,0,0,24,24,R-RETAINED
864,50,2009,1966,W,F,guilty plea,1705,1705,0,12,36,24,A-APPOINTED
865,38,2005,1985,W,M,guilty plea,0,3311,0,60,60,0,NA
866,2,2009,1979,W,M,guilty plea,0,371,0,72,72,0,A-APPOINTED
867,7,2010,1956,W,M,guilty plea,0,355,0,4,168,168,A-APPOINTED
868,2,2005,1974,B,F,guilty plea,7112,7112,0,0,12,12,R-RETAINED
869,25,2008,1973,W,M,guilty plea,0,3726,0,240,240,180,R-RETAINED
870,38,2009,1981,W,M,guilty plea,0,5963,0,36,36,0,C-CONTRACT
871,43,2009,1983,W,M,guilty plea,0,923,0,60,60,0,A-APPOINTED
872,71,2007,1987,W,M,guilty plea,58,2661,0,120,120,108,A-APPOINTED
873,1,2006,1953,B,M,guilty plea,0,0,0,0,180,180,R-RETAINED
874,45,2005,1956,B,M,convicted,0,1739,0,216,216,0,A-APPOINTED
875,11,2008,1962,W,M,guilty plea,365,4722,0,0,240,240,A-APPOINTED
876,24,2006,1981,B,M,guilty plea,0,2034,0,6,36,24,R-RETAINED
877,38,2010,1983,W,M,guilty plea,0,1694,0,120,120,0,C-CONTRACT
878,2,2009,1990,B,M,guilty plea,0,512,0,240,240,0,A-APPOINTED
879,59,2009,1977,W,M,guilty plea,0,1884,0,360,360,0,R-RETAINED
880,2,2007,1948,B,M,guilty plea,353,353,0,18,216,216,R-RETAINED
881,71,2007,1969,W,F,guilty plea,0,383,0,36,36,36,A-APPOINTED
882,35,2006,1984,B,M,convicted,1504,11455,0,240,240,0,A-APPOINTED
883,47,2009,1982,W,F,guilty plea,220,1458,0,0,60,60,A-APPOINTED
884,61,2005,1973,B,M,guilty plea,0,4952,0,6,42,42,A-APPOINTED
885,41,2006,1960,W,F,guilty plea,5246,7875,36,6,6,54,A-APPOINTED
886,11,2005,1980,W,M,guilty plea,1475,2884,0,120,120,120,A-APPOINTED
887,3,2010,1977,B,M,guilty plea,0,352,0,240,240,0,R-RETAINED
888,59,2011,1960,W,M,guilty plea,1450,1480,0,0,60,60,R-RETAINED
889,50,2009,1973,W,M,guilty plea,60,1396,0,2,34,34,A-APPOINTED
890,2,2008,1977,B,M,guilty plea,0,2356,0,120,120,0,A-APPOINTED
891,38,2011,1980,H,M,guilty plea,2540,2540,0,36,36,0,C-CONTRACT
892,27,2005,1974,B,M,guilty plea,550,3234,0,0,60,60,A-APPOINTED
893,75,2008,1970,W,F,guilty plea,385,1587,0,0,74,74,A-APPOINTED
894,36,2008,1976,B,M,guilty plea,160,2014,0,30,84,84,A-APPOINTED
895,47,2005,1984,B,M,guilty plea,0,1603,0,180,180,0,A-APPOINTED
896,49,2008,1988,W,M,guilty plea,582,582,0,12,108,96,A-APPOINTED
897,47,2009,1978,B,M,guilty plea,0,5467,0,180,180,0,A-APPOINTED
898,1,2007,1983,B,M,guilty plea,0,665.6,0,24,60,36,A-APPOINTED
899,1,2009,1954,B,M,guilty plea,1967,1967,0,0,12,12,A-APPOINTED
900,55,2005,1970,W,M,guilty plea,0,387.4,0,240,240,204,A-APPOINTED
901,63,2007,1956,W,M,guilty plea,930,35016,0,144,144,144,R-RETAINED
902,38,2008,1969,W,F,guilty plea,0,3031,0,48,48,0,C-CONTRACT
903,34,2011,1989,B,M,guilty plea,197,5516,0,32,32,32,A-APPOINTED
904,55,2006,1965,B,M,guilty plea,0,2624,0,60,240,204,A-APPOINTED
905,37,2009,1975,B,F,guilty plea,0,4990,0,180,180,0,A-APPOINTED
906,57,2006,1980,B,M,guilty plea,0,8446,30,8,39,31,A-APPOINTED
907,11,2010,1983,W,M,guilty plea,0,2993,0,104,104,104,A-APPOINTED; R-RETAINED
908,30,2007,1981,I,M,guilty plea,356.95,3462,0,120,120,0,A-APPOINTED
909,57,2007,1970,W,M,guilty plea,0,1800,0,120,120,0,A-APPOINTED
910,68,2006,1954,B,M,guilty plea,714,746,0,6,108,108,NA
911,2,2010,1986,W,M,guilty plea,0,1480,0,36,240,204,A-APPOINTED
912,68,2005,1981,B,M,guilty plea,1635,1635,0,0,60,60,R-RETAINED
913,47,2005,1962,W,M,guilty plea,541,6622,0,2,132,132,A-APPOINTED
914,41,2006,1973,B,M,guilty plea,25,28376,0,0,0,0,A-APPOINTED
915,2,2010,1976,W,M,guilty plea,0,2254,0,0,36,36,A-APPOINTED
916,12,2005,1977,B,M,guilty plea,50,595.4,0,36,144,108,A-APPOINTED
917,11,2005,1959,B,M,guilty plea,2576,5320,0,36,36,0,A-APPOINTED
918,63,2011,1974,B,M,guilty plea,600,3841,0,0,60,60,A-APPOINTED
919,42,2006,1983,W,M,guilty plea,1321,1321,36,18,18,18,A-APPOINTED
920,6,2005,1970,B,M,guilty plea,242.84,3199,0,120,120,84,A-APPOINTED
921,63,2006,1970,W,M,guilty plea,0,97,0,60,60,60,A-APPOINTED
922,22,2006,1983,B,M,guilty plea,0,3182,0,60,60,0,A-APPOINTED
923,38,2005,1977,B,M,guilty plea,0,4981,0,180,180,0,A-APPOINTED
924,11,2008,1963,W,F,guilty plea,2326,2326,0,0,24,24,A-APPOINTED
925,2,2007,1981,B,M,guilty plea,0,1498,0,240,240,0,A-APPOINTED
926,5,2010,1979,B,M,guilty plea,0,2967,0,60,60,0,C-CONTRACT
927,1,2005,1977,B,F,guilty plea,642.5,642.5,0,0,18,18,R-RETAINED
928,16,2008,1983,B,M,guilty plea,25,2025,0,30,144,144,C-CONTRACT
929,38,2009,1977,W,F,guilty plea,0,2888,0,120,120,0,A-APPOINTED
930,11,2010,1981,B,M,guilty plea,0,1801,0,13,13,0,A-APPOINTED
931,1,2009,1963,B,M,guilty plea,0,479,0,180,180,168,A-APPOINTED
932,34,2005,1967,W,M,guilty plea,0,386.1,0,180,180,0,A-APPOINTED
933,33,2008,1982,W,M,guilty plea,414,414,0,12,120,108,A-APPOINTED
934,47,2006,1976,B,M,guilty plea,0,2341,0,240,240,0,R-RETAINED
935,47,2011,1987,B,M,guilty plea,250,5267,60,180,180,180,NA
936,75,2009,1986,B,M,guilty plea,0,853,0,36,36,0,A-APPOINTED
937,69,2009,1954,B,M,guilty plea,0,717.6,0,180,180,0,A-APPOINTED
938,2,2011,1979,B,M,guilty plea,0,1952,0,0,36,36,R-RETAINED
939,47,2011,1982,W,M,guilty plea,730,2316,0,3,60,60,A-APPOINTED
940,2,2008,1976,B,M,guilty plea,0,796.9,0,18,156,156,A-APPOINTED
941,5,2008,1962,B,M,guilty plea,1359,1559,0,0,120,120,C-CONTRACT
942,63,2011,1986,W,F,guilty plea,0,2008,0,37,37,0,A-APPOINTED
943,14,2007,1985,W,M,guilty plea,570,2073,0,0,36,36,A-APPOINTED
944,38,2010,1958,B,M,guilty plea,2030,11360,0,60,60,0,NA
945,11,2009,1983,B,M,guilty plea,1467,1662,0,0,31,31,A-APPOINTED
946,38,2010,1974,W,M,guilty plea,1430,6565,0,2,24,12,C-CONTRACT
947,10,2005,1985,B,M,guilty plea,0,19291,0,180,180,0,A-APPOINTED
948,5,2008,1978,W,M,guilty plea,1612,1612,0,120,120,96,R-RETAINED
949,11,2005,1954,B,M,guilty plea,0,2986,0,12,12,12,A-APPOINTED
950,50,2011,1968,W,M,guilty plea,446,3221,0,0,24,24,A-APPOINTED
951,44,2008,1975,B,M,guilty plea,0,0,0,180,180,0,A-APPOINTED
952,11,2006,1979,B,M,guilty plea,10,835,0,240,240,0,A-APPOINTED
953,26,2005,1979,W,M,guilty plea,2377,2377,0,0,23,23,A-APPOINTED
954,25,2010,1963,W,F,guilty plea,1209.5,7092.5,0,10,168,168,A-APPOINTED
955,54,2011,1983,W,F,guilty plea,1211,1211,0,6,108,108,A-APPOINTED
956,1,2008,1965,B,F,guilty plea,0,2908,0,24,180,156,A-APPOINTED
957,2,2009,1973,B,M,guilty plea,0,1640,0,3,168,168,A-APPOINTED
958,47,2005,1983,B,F,guilty plea,0,5481,0,120,120,108,A-APPOINTED
959,64,2011,1981,W,M,guilty plea,0,7413,0,180,180,144,A-APPOINTED
960,1,2009,1972,W,F,guilty plea,0,471,0,12,180,168,A-APPOINTED
961,5,2009,1985,W,F,guilty plea,74,4009,0,0,120,120,NA
962,47,2005,1968,W,M,guilty plea,3845,6659,0,9,72,60,A-APPOINTED
963,47,2005,1962,B,F,guilty plea,962.14,962.14,0,180,180,168,NA
964,2,2009,1984,W,M,guilty plea,572,618,0,0,120,120,R-RETAINED; A-APPOINTED
965,61,2010,1987,B,M,guilty plea,0,899,0,60,60,0,A-APPOINTED
966,47,2005,1976,W,M,guilty plea,0,4214,0,60,60,60,A-APPOINTED
967,57,2006,1960,W,F,guilty plea,0,5479,24,6,24,18,A-APPOINTED
968,3,2007,1960,B,M,guilty plea,0,11963,0,240,240,0,A-APPOINTED
969,1,2008,1971,B,M,guilty plea,0,382,0,19,156,156,A-APPOINTED
970,1,2009,1973,W,M,guilty plea,0,680.7,0,12,120,108,A-APPOINTED
971,5,2011,1960,W,F,guilty plea,507.5,507.5,0,0,120,120,R-RETAINED
972,11,2007,1982,B,M,guilty plea,0,2797,0,60,60,60,A-APPOINTED
973,68,2007,1989,B,M,guilty plea,0,0,0,0,0,0,A-APPOINTED
974,20,2010,1970,W,M,guilty plea,927,927,0,180,180,0,A-APPOINTED
975,2,2011,1986,W,M,guilty plea,0,2067,0,0,36,36,R-RETAINED
976,31,2009,1960,W,M,guilty plea,0,4463,0,60,240,180,A-APPOINTED
977,26,2009,1964,W,F,guilty plea,3955,3955,0,0,36,36,A-APPOINTED
978,61,2011,1981,B,M,guilty plea,0,2839,0,60,60,0,A-APPOINTED
979,47,2010,1960,W,M,guilty plea,3172,3172,0,0,36,36,A-APPOINTED
980,61,2006,1966,W,M,guilty plea,0,2195,0,39,39,0,R-RETAINED
981,47,2006,1952,B,M,guilty plea,258,2725,0,180,180,168,A-APPOINTED
982,1,2008,1970,B,M,guilty plea,0,559.4,0,18,180,156,A-APPOINTED
983,46,2007,1974,B,M,guilty plea,582,2672,36,0,0,0,A-APPOINTED
984,3,2006,1963,W,F,guilty plea,358.67,358.67,24,0,24,24,NA
985,3,2006,1982,B,M,guilty plea,0,32,0,12,12,12,A-APPOINTED
986,22,2009,1962,B,M,guilty plea,15,2176,0,3,120,120,A-APPOINTED
987,47,2008,1974,B,M,guilty plea,0,2392,0,120,120,120,A-APPOINTED
988,2,2008,1975,W,M,guilty plea,337,337,0,0,36,36,A-APPOINTED
989,30,2010,1972,B,M,guilty plea,0,1763,0,0,30,30,A-APPOINTED
990,2,2010,1960,W,F,guilty plea,0,444,0,60,240,180,A-APPOINTED; R-RETAINED
991,28,2005,1978,W,M,guilty plea,0,0,0,84,84,0,A-APPOINTED
992,1,2009,1983,B,M,convicted,0,4706,0,1188,1188,0,A-APPOINTED
993,63,2005,1977,B,M,guilty plea,530.5,2008,0,12,12,0,P-PUBLIC
994,3,2011,1991,B,M,guilty plea,145,1654,24,0,44,44,A-APPOINTED
995,11,2009,1957,W,M,guilty plea,836,3673,0,18,240,240,A-APPOINTED
996,1,2010,1974,B,F,guilty plea,0,2147,0,24,120,96,A-APPOINTED
997,52,2010,1974,W,F,guilty plea,215.25,3126,0,0,36,36,A-APPOINTED
998,34,2008,1990,W,M,guilty plea,0,6481,0,120,120,120,A-APPOINTED
999,47,2006,1968,B,M,guilty plea,4828,8608,0,180,180,0,A-APPOINTED
1000,57,2008,1987,W,M,guilty plea,1013,9255,0,144,144,0,A-APPOINTED
1001,38,2006,1969,W,F,guilty plea,0,1781,0,60,60,0,C-CONTRACT
1002,38,2007,1956,B,M,guilty plea,0,5871,0,240,240,204,C-CONTRACT
1003,62,2011,1982,W,M,guilty plea,0,988.5,24,24,24,24,A-APPOINTED
1004,61,2010,1977,B,F,guilty plea,0,673.45,0,18,48,48,A-APPOINTED
1005,68,2007,1974,B,M,guilty plea,654,654,0,0,180,180,A-APPOINTED
1006,31,2005,1983,B,M,guilty plea,0,9674,0,15,96,96,NA
1007,5,2009,1978,B,M,guilty plea,0,1884,0,180,180,0,C-CONTRACT
1008,58,2008,1973,W,M,guilty plea,100,2685,0,6,24,24,A-APPOINTED
1009,63,2008,1977,W,F,guilty plea,432.9,432.9,0,48,48,0,A-APPOINTED
1010,58,2007,1971,W,M,guilty plea,0,351,0,0,96,96,R-RETAINED
1011,55,2005,1952,W,M,guilty plea,1287,1287,0,72,72,0,A-APPOINTED
1012,1,2007,1986,W,M,guilty plea,27,994.5,0,36,36,36,R-RETAINED
1013,1,2010,1980,B,M,guilty plea,0,2172,0,24,180,156,A-APPOINTED
1014,1,2005,1973,B,M,guilty plea,0,3393,0,0,48,48,A-APPOINTED
1015,63,2009,1963,W,M,guilty plea,0,523.9,0,81,81,0,P-PUBLIC
1016,47,2011,1983,B,M,guilty plea,0,3357,0,240,240,0,A-APPOINTED
1017,31,2010,1987,W,F,guilty plea,160,4934,0,12,12,0,A-APPOINTED
1018,28,2005,1982,W,F,guilty plea,0,0,0,60,60,0,A-APPOINTED
1019,47,2007,1981,B,M,guilty plea,0,7109,0,180,180,180,A-APPOINTED
1020,62,2007,1948,W,M,guilty plea,0,12039,0,84,84,0,A-APPOINTED
1021,56,2009,1956,W,F,guilty plea,317,317,0,24,24,0,R-RETAINED
1022,3,2005,1988,B,M,guilty plea,786,2399,36,48,240,192,R-RETAINED
1023,15,2006,1972,B,M,guilty plea,0,1949,0,36,180,144,C-CONTRACT
1024,1,2009,1977,B,F,guilty plea,0,414,0,12,192,180,A-APPOINTED
1025,38,2011,1988,W,M,guilty plea,0,1053,60,240,240,0,C-CONTRACT
1026,31,2008,1984,W,M,guilty plea,0,7385,0,60,60,60,A-APPOINTED
1027,63,2011,1983,W,M,guilty plea,0,3000,0,24,24,24,A-APPOINTED; R-RETAINED
1028,23,2010,1983,W,M,guilty plea,1644,1644,0,0,48,48,A-APPOINTED
1029,14,2005,1966,W,M,guilty plea,3969,3969,0,16,24,8,A-APPOINTED
1030,3,2007,1975,B,M,guilty plea,0,820.3,0,180,180,0,A-APPOINTED
1031,63,2011,1972,W,M,guilty plea,3334,3376,0,0,36,36,P-PUBLIC
1032,30,2007,1963,W,F,guilty plea,821,821,0,60,240,180,A-APPOINTED
1033,63,2011,1968,W,M,guilty plea,0,1693,0,132,132,0,A-APPOINTED
1034,43,2008,1962,B,M,guilty plea,1523,1523,0,12,60,48,R-RETAINED
1035,14,2009,1965,B,F,guilty plea,190,3353,36,18,120,102,A-APPOINTED
1036,2,2010,1958,W,M,guilty plea,295,545.2,0,2,2,0,A-APPOINTED
1037,25,2011,1983,W,F,guilty plea,1538,8384,0,36,36,36,A-APPOINTED
1038,26,2011,1975,W,F,guilty plea,0,895.7,0,84,84,0,A-APPOINTED
1039,11,2007,1970,W,M,guilty plea,0,4560,0,240,240,0,A-APPOINTED
1040,1,2009,1985,W,M,guilty plea,100,51097,0,60,240,180,A-APPOINTED
1041,3,2011,1983,B,M,guilty plea,0,2520,0,2,13,432,A-APPOINTED
1042,11,2007,1979,B,M,guilty plea,250,1225,0,24,24,24,A-APPOINTED
1043,64,2010,1986,W,M,guilty plea,0,4275,0,24,120,96,A-APPOINTED; P-PUBLIC
1044,23,2005,1948,W,M,convicted,1575,7818,0,60,240,180,A-APPOINTED
1045,3,2008,1975,B,F,guilty plea,160,891.9,24,0,36,36,A-APPOINTED
1046,13,2006,1980,W,M,guilty plea,0,156808,0,13,168,168,A-APPOINTED
1047,23,2006,1978,W,M,guilty plea,1954,2520,0,36,36,0,A-APPOINTED
1048,2,2009,1980,B,M,guilty plea,24,753.3,0,36,240,204,A-APPOINTED
1049,2,2009,1988,B,M,guilty plea,0,1608,0,12,180,168,R-RETAINED
1050,27,2010,1967,B,M,guilty plea,0,2076,0,0,36,36,A-APPOINTED
1051,47,2006,1986,B,M,guilty plea,1035,2434,0,13,13,13,R-RETAINED
1052,63,2009,1982,W,M,guilty plea,0,626.5,0,120,120,120,A-APPOINTED
1053,1,2005,1965,B,M,guilty plea,50,3441,0,180,180,180,A-APPOINTED
1054,47,2005,1967,W,M,guilty plea,4324,5423,0,180,180,180,R-RETAINED
1055,20,2008,1959,W,F,guilty plea,0,296,0,240,240,0,R-RETAINED
1056,47,2006,1978,W,M,guilty plea,1810,53235,0,36,144,108,A-APPOINTED
1057,47,2006,1976,B,M,guilty plea,93,2769,0,0,13,13,R-RETAINED
1058,47,2005,1955,B,M,guilty plea,3973,6526,0,0,84,84,A-APPOINTED
1059,58,2005,1976,B,M,guilty plea,499.58,684.1,0,120,120,0,R-RETAINED
1060,61,2006,1979,W,F,guilty plea,1795,4024,0,12,36,24,A-APPOINTED
